ref='/players/playerpage/2901324?o_pos=U'data-o_pos="U">Shohei Ohtani, 2901324?o_pos=U'data-o_pos="U">Shohei Ohtan, P|UT
Joe Naranjo, 28838304, 1B|UT
Turner Hill, 29683335, OF|UT
Alexander Cornielle, 29675824, P
Dane Hutcheon, 3103753, SS|UT
Cole Wilcox, 3166988, P
Gage Workman, 2837705, 3B|UT
Scott Schreiber, 2837482, 1B|UT
B.J. Boyd, 2114643, OF|UT
Michael Johnson, 2171053, P
Alex Amalfi, 29679043, P
Evan Mitchell, 2171703, P
Jhondaniel Medina, 2656661, P
Matt Pierpont, 2228438, P
Jason Bahr, 2836559, P
Ronny Simon, 28846865, 2B|UT
Kyle Carr, 29321906, P
Lou Albrecht, 29687308, C|UT
Zach Gibbons, 2822954, OF|UT
Laz Rivera, 2837401, SS|UT
Ethan Murray, 29086257, SS|UT
Wander Guante, 29688604, P
Kenny Hernandez, 2823339, P
Adrian Valerio, 2753300, SS|UT
Luke Brown, 28846844, OF|UT
Jeremy Rhoades, 3085231, P
Lazaro Armenteros, 2804027, OF|UT
Joel Diaz, 2822414, C|UT
Lucas Tancas, 2837587, 1B|UT
Mason McCullough, 2921414, P
Jonathan Rodriguez, 2119614, 1B|UT
Tomas Morales, 2779812, C|UT
Aaron West, 2615377, P
Sam Kulasingam, 29686887, 1B|UT
Adisyn Coffey, 29342240, P
D'Arby Myers, 2048864, OF|UT
Braeden Fausnaught, 29679114, P
Jeremy Lucas, 2171339, C|UT
Brandon Gold, 28837126, P
Yohendrick Pinango, 26913046, OF|UT
Carlos Belen, 2821499, P
Edward Lantigua, 29662262, OF|UT
Carson LaRue, 3157954, P
Marcus Littlewood, 2169710, C|UT
Brian Keller, 2915826, P
Clay Dungan, 3158250, SS|UT
Patrick Winkel, 29087591, C|UT
Omar Obregon, 2824729, 2B|UT
Collin Ferguson, 2228499, 1B|UT
David Calabrese, 26615371, OF|UT
Cael Brockmeyer, 2170503, C|UT
Ching-Hsien Ko, 29662261, OF|UT
Christian Mejias, 29084417, P
Errol Robinson, 2915603, SS|UT
Gage Miller, 29644440, 2B|UT
Ricky Knapp, 2739971, P
Drew Stankiewicz, 3095368, 2B|UT
Luis Almanzar, 2507355, 3B|UT
Sean Jamieson, 2113500, SS|UT
Tyler Woessner, 29342368, P
Adam Hill, 2932815, P
Jordan Betts, 2227059, 3B|UT
John Valente, 3104022, 3B|UT
Jacob Ehret, 2803766, P
Colin Davis, 28843015, OF|UT
Dasan Brown, 26615372, OF|UT
Shane Zeile, 2170499, C|UT
Willie MacIver, 2932895, C|UT
Kenny Piper, 29092499, C|UT
Cabera Weaver, 29090731, OF|UT
Jan Vazquez, 2663792, C|UT
Casey Martin, 26615345, SS|UT
Anthony Prato, 29073993, OF|UT
Jim Jarvis, 29682339, SS|UT
Jason Urquidez, 1741022, P
Trey Jeans, 28839742, P
Jonah Cox, 29321911, OF|UT
Ben Hecht, 2836976, P
Peter Burns, 29689770, C|UT
Ryan Dobson, 2836814, SS|UT
Jesus Alastre, 2821127, OF|UT
Josh Altmann, 2226789, OF|UT
Kennie Taylor, 28842741, OF|UT
Bryce Willits, 29090732, 3B|UT
Austin Smith, 29685398, P
Sean McLain, 29086584, SS|UT
Marcos Gonzalez, 2829031, SS|UT
Marino Campana, 2821798, OF|UT
Garvin Alston, 28839741, P
Andrew Walters, 29295955, P
Rixon Taylor-Wingrove, 28843169, 1B|UT
Ryan Costello, 2836750, 3B|UT
Marvin Alcantara, 29678045, SS|UT
John Cruz, 29321912, OF|UT
Amalani Fukofuka, 2211206, OF|UT
Chris Pieters, 2507343, 1B|UT
Cristopher Barete, 29092493, OF|UT
Chase Johnson, 3156996, P
Maui Ahuna, 29321877, SS|UT
Chaz Hebert, 2848439, P
Jason Matthews, 29090727, SS|UT
Cobie Vance, 2933156, 2B|UT
Nelson Molina, 2915617, 3B|UT
Michel Triana, 29085465, 3B|UT
Triston Polley, 28839743, P
Devan Ahart, 2171165, OF|UT
Mark Karaviotis, 2921299, SS|UT
Andrew Magno, 29085444, P
Victor Mesia, 26912477, C|UT
Chris Diaz, 2121874, SS|UT
Adam Zebrowski, 29091450, C|UT
Jack Anderson, 29092492, P
Austin Schulfer, 2933088, P
Gerardo Carrillo, 2829311, P
Aidan Curry, 29321913, P
Garrett Williams, 2910634, P
Zack Burdi, 2250611, P
Christian Suarez, 29683328, P
JR Ritchie, 29075718, P
Blake Burkhalter, 29075476, P
Joe Suozzi, 29084397, 1B|UT
Tanner Murray, 28842586, SS|UT
Kyle Barrett, 2797624, OF|UT
Kevin Cornelius, 2822113, 1B|UT
Alsander Womack, 29090733, 2B|UT
Joantgel Segovia, 2228453, OF|UT
Alex Burgos, 2167936, P
Joseph Sullivan, 29675765, OF|UT
Dylan Beavers, 29075533, OF|UT
Bryan Bonnell, 2915883, P
Sean McLaughlin, 3108259, P
Kevin Ziomek, 2066824, P
Rob Zastryzny, 2066809, P
Max Bain, 29088720, P
Zach Daniels, 26615379, P
Blake Barber, 2120633, 2B|UT
Yairo Padilla, 29662416, SS|UT
David Morgan, 29662263, P
Aaron Palensky, 29086558, OF|UT
Chesny Young, 2226051, 2B|UT
Marcus Smith, 26615373, OF|UT
Josh Turley, 2121456, P
Griffin Benson, 3093587, 1B|UT
Travis Kuhn, 27022045, P
Armando Araiza, 2170993, C|UT
Nate Nankil, 29678056, OF|UT
Austin Byler, 2915697, 1B|UT
Garrett Spain, 28842407, OF|UT
Braxton Roxby, 29344257, P
AJ Labas, 2837099, P
Carlos Alvarado, 2663267, P
Brennan Bernardino, 2228480, P
Wes Helsabeck, 2823279, P
Jacob Rogers, 2227206, 1B|UT
Austin Franklin, 2507338, P
Kelvin Diaz, 29342249, OF|UT
Hector Nieves, 28837564, SS|UT
Ty Ross, 2167293, C|UT
Jauri Custodio, 29088488, OF|UT
Zach Evans, 29680495, SS|UT
Jodd Carter, 2226827, OF|UT
Yerlin Confidan, 26913035, OF|UT
Aaron Perry, 2837341, P
Jeffrey Ramos, 3094729, OF|UT
Luke Shilling, 2933097, P
Jeremy Kivel, 2169268, P
Mark Washington, 2837660, P
Jason Blanchard, 29678306, P
Caeden Trenkle, 29350528, OF|UT
Michael Plassmeyer, 2933017, P
Juan Martinez, 2824164, P
Jose Valdespina, 2226790, P
Manuel Sequera, 26913014, 2B|UT
Michael Nix, 1587074, P
Ruddy Giron, 2211757, 3B|UT
Heriberto Ruelas, 1663442, P
Roberto Chirinos, 28843207, SS|UT
Rod Boykin, 2920201, OF|UT
Jakob Wright, 29644504, P
Jay Jabs, 2915688, 3B|UT
Troy Sieber, 2921610, 1B|UT
Stephen Bruno, 2121071, SS|UT
Parker Morin, 2167028, C|UT
Franklin Guzman, 2227896, OF|UT
Matthias Dietz, 2449985, P
Dayeison Arias, 2829300, P
Jake Rice, 29084218, P
Vince Jackson, 2804921, OF|UT
Bennett Sousa, 2837541, P
Jerson Ramirez, 3158164, P
Jacson McGowan, 2932929, 1B|UT
Fitz Stadler, 2933120, P
Kyle Hooper, 2744184, P
Collin Kober, 2837092, P
Michael Dimock, 2822436, P
Jayson McKinley, 3152826, P
Luke Persico, 2921436, OF|UT
Kodie Tidwell, 2227184, SS|UT
Kyle Hunter, 2120046, P
Yosmany Guerra, 2171043, SS|UT
Johnny Ascanio, 29346112, SS|UT
Stephen Alemais, 2921084, SS|UT
Sergio Morillo, 2862995, P
Shervyen Newton, 2824659, SS|UT
Dario Beltre, 3094346, P
Wladimir Pinto, 2825131, P
Delvis Morales, 2171705, 2B|UT
Steve Bean, 2114645, C|UT
Juan Valera, 29662107, P
Caleb Freeman, 26911806, P
Alex Cook, 29342241, P
Jordan Jones, 28838884, P
Camden Minacci, 29321987, P
Brian Burgamy, 549243, 2B|UT
Alimber Santa, 29077586, P
Justin Farmer, 29090988, OF|UT
Tyler Bugner, 2750311, P
Keoni Cavaco, 3117909, 1B|UT
Kyle Overstreet, 2804240, C|UT
Andy Yerzy, 2910599, 1B|UT
Nickolas Sarianides, 2226129, P
Connor Walsh, 2777672, P
Eduardo Herrera, 2830239, P
Jean Pinto, 29322007, P
Alexander Cornielle, 29342242, P
Nolan Watson, 2211228, P
Jack Hostetler, 29676684, P
Ricardo Olivar, 29087586, C|UT
Carson Palmquist, 29075500, P
Emerson Landoni, 2121297, 2B|UT
Cam Devanney, 3158460, SS|UT
Brady Allen, 28841533, OF|UT
Matt Seelinger, 2837493, P
Colby Fitch, 2836873, C|UT
Cameron Seitzer, 2118916, 1B|UT
Clint Coulter, 2044534, OF|UT
Keeler Morfe, 29660657, P
Max McDowell, 2772559, C|UT
Creed Willems, 29088707, C|UT
Matt Flemer, 2794803, P
Ben Simon, 29355686, P
Tyler Zombro, 3157473, P
Cal Hernandez, 3097892, 3B|UT
Connor Pavolony, 29342323, C|UT
Edward Duran, 29662381, C|UT
Edwin Jimenez, 29342288, P
Jonathan Griffin, 1956550, SS|UT
Josh Ekness, 29674814, P
Brett Pope, 2837357, SS|UT
Miguel Hernandez, 2823347, SS|UT
Gabriel Martinez, 26900209, OF|UT
Jace Conrad, 2728773, 2B|UT
Calten Daal, 2169715, SS|UT
Bijan Rademacher, 2048852, OF|UT
Joey Marciano, 28841191, P
Antonio Lamas, 2045876, SS|UT
Jake Gozzo, 29342266, P
Dylan Heid, 29342413, P
Andrick Nava, 3157972, C|UT
Josh Sale, 1765821, OF|UT
Randy Bednar, 2836589, OF|UT
Aroon Escobar, 29662382, 2B|UT
Eduardo Diaz, 2822406, OF|UT
Will Robertson, 2837413, OF|UT
Daniel Guilarte, 28847203, 2B|UT
Brock Huntzinger, 1962831, P
Landy Pena, 28842150, SS|UT
Natanael Santana, 29342337, OF|UT
Carson Matthews, 28841192, SS|UT
Anibal Sierra, 2507350, SS|UT
Julio Robaina, 29342329, P
Andy Beltre, 2739967, P
Cameron Eden, 29082789, OF|UT
Wyatt Short, 3094414, P
Yassel Soler, 29662389, 3B|UT
Casey Anderson, 29321880, P
Jace Avina, 28847201, OF|UT
Freddvil Chevez, 28846850, 1B|UT
Clark Eagan, 2731203, OF|UT
John Stilson, 2043265, P
Nick Morabito, 29075747, OF|UT
Christian Montes De Oca, 29093636, P
Geraldi Diaz, 2829330, C|UT
Harrison Wenson, 2837673, C|UT
Logan Baldwin, 2836564, OF|UT
Anderson Paulino, 29342322, P
Victor Jesus Acosta, 26643924, SS|UT
Yosver Zulueta, 26635168, P
Roniel Raudes, 2507508, P
Scott McKeon, 28841193, SS|UT
Cody Stashak, 3127143, P
Paul Hoenecke, 2052597, 3B|UT
Steven Cruz, 2845455, P
Jake Sanchez, 2798061, P
Eduarqui Fernandez, 28847202, OF|UT
Jose Adames, 2821095, P
Dylan Spain, 28842591, P
Aron Estrada, 29662383, 2B|UT
Adony Mejia, 29088540, C|UT
Marcos Almonte, 2821179, 3B|UT
Caleb Knight, 29360034, C|UT
Tim Remes, 2800868, C|UT
Cole Paplham, 29342321, P
Kody Kerski, 2171160, P
Cam Sanders, 2837459, P
Ivan Pineyro, 2763377, P
Braulio Lara, 2029073, P
Matthew Etzel, 29342254, OF|UT
Cody Roberts, 2837407, C|UT
Aaron Pinto, 3158079, P
Nelson Alvarez, 29360015, P
LeDarious Clark, 3094734, OF|UT
Yorvis Torrealba, 29085803, OF|UT
Mitch Reeves, 2837381, 1B|UT
Zach Fruit, 29683709, P
Ronnie Mitchell, 2227480, OF|UT
Ashley Graeter, 2801263, C|UT
Kyle Virbitsky, 29342399, P
Sean Hunley, 29692325, P
David Olmedo-Barrera, 2803302, OF|UT
Barrett Loseke, 2932889, P
Christian Koss, 3152046, SS|UT
Brendan White, 28838955, P
Cole Schoenwetter, 29322020, P
Diego Goris, 2167036, SS|UT
Carter Young, 29077593, SS|UT
Jhancarlos Lara, 29321970, P
Kyle Watson, 2837665, SS|UT
Johnathan Lavallee, 29675776, P
Anthony Gutierrez, 28839807, OF|UT
Adam Bray, 2804682, P
Jhonayker Ugarte, 29662431, 3B|UT
Joan Baez, 2507526, P
Theo Denlinger, 29096121, P
Roc Riggio, 29295895, 2B|UT
Fernando Perez, 2825027, P
Caleb Bonemer, 29644415, SS|UT
Cole Waites, 28946373, P
Didier Vargas, 2829949, P
LJ Hatch, 2864366, SS|UT
Mitchell Tolman, 3107897, 2B|UT
Ben Hernandez, 26615420, P
J.C. Cardenas, 2804219, SS|UT
Kyle Young, 2910629, P
Trey Supak, 2167462, P
Wes Clarke, 29085459, 1B|UT
Starling Peralta, 2029065, P
Mario Meza, 2743626, P
Charlee Soto, 29155732, P
Straton Podaras, 28842754, C|UT
Cody Ramer, 2803673, SS|UT
Adrian Marin, 2042936, SS|UT
Jackson Lancaster, 29686519, OF|UT
Sean Keys, 29644434, 3B|UT
Reid Redman, 2050484, 3B|UT
Eudy Pina, 2121016, OF|UT
Charcer Burks, 2227732, OF|UT
Michael Prosecky, 29295962, P
Sebastian Walcott, 29147384, SS|UT
Johan Belisario, 2170275, P
Konner Piotto, 29345623, C|UT
Connor Charping, 29672110, C|UT
Luis Payano, 2920914, OF|UT
Yaya Chentouf, 29084156, P
Phil Fox, 29692358, P
Vito Friscia, 28840627, C|UT
Norel Gonzalez, 28838220, OF|UT
Willy Montero, 29686864, OF|UT
Marty Herum, 2746788, 3B|UT
Josh Knoth, 29155731, P
Jairo Beras, 2053472, P
Gio Brusa, 2507326, OF|UT
Blake Whitney, 29084179, P
James Nelson, 2768552, 3B|UT
Shawn Haviland, 2782921, P
Jack Brannigan, 29085923, SS|UT
Sean Sullivan, 29295961, P
Angeudis Santos, 29086779, 2B|UT
Payton Martin, 29295963, P
Bryce Bonnin, 2836625, P
Ryan Casteel, 2117266, 1B|UT
Thomas White, 29155733, P
Wyatt Olds, 29083999, P
Corey Toups, 2226047, 2B|UT
Welbyn Francisca, 29321936, SS|UT
Angelo Gumbs, 2026910, 2B|UT
Connor Justus, 2804689, SS|UT
Jamal O'Guinn, 28846907, OF|UT
Joseph Montalvo, 28843220, P
Alexander Albertus, 29658278, 3B|UT
Kevin Franklin, 2066832, 3B|UT
Mitch Lively, 1937569, P
Allan Castro, 29086773, OF|UT
Hunter Hollan, 29295969, P
Gary Gill Hill, 29424566, P
Edgar Basabe, 29345622, OF|UT
David McCabe, 29075516, 1B|UT
Reed Harper, 2804212, 2B|UT
Jeisson Rosario, 2910622, OF|UT
Braylin Tavera, 29077592, OF|UT
Jose King, 2823700, SS|UT
Gavin Hollowell, 26615457, P
Reivaj Garcia, 3077705, 2B|UT
Ripken Reyes, 29096137, 2B|UT
Jhonny Severino, 29662427, 3B|UT
Jonah Tong, 29376615, P
Brayan Medina, 29077591, P
Ryan Long, 29096129, P
Irving Wilson, 2826645, C|UT
Hector Rodriguez, 29077615, OF|UT
Luis Mateo, 2053479, P
Brad Zunica, 2227499, 1B|UT
Michael Rucker, 2863866, P
Adam Retzbach, 29342638, C|UT
Chris Rivera, 2118139, 2B|UT
Andrew Baker, 29069953, P
Chris Gittens, 2226315, 1B|UT
Osvaldo Tovalin, 28846868, 3B|UT
Justin Bullock, 2836667, P
Ryan Hawks, 29677753, P
Josue Huma, 2829043, 3B|UT
Taylor Lehman, 29084391, P
Grant Richardson, 28846886, OF|UT
Nick Basto, 2171834, 3B|UT
Andrew Navigato, 28843167, SS|UT
Jose Marte, 2824108, P
Edgardo Henriquez, 26912472, P
Joe Glassey, 29687765, P
Marco Vargas, 29322044, 2B|UT
Andres Sthormes, 2826079, C|UT
Eduardo Lopez, 29087624, OF|UT
Luis Almeyda, 29321879, SS|UT
Kaden Polcovich, 3165229, 2B|UT
Andrew Marrero, 29092497, P
Connor Kaiser, 2932843, SS|UT
Alexis Pantoja, 2228459, SS|UT
Frank Rubio, 2837440, P
Adam Leverett, 29084392, P
Chandler Welch, 29676111, P
Carlos Soto, 3157427, C|UT
Wilkel Hernandez, 2823358, P
Maverick Handley, 26635150, C|UT
Xavier Fernandez, 2227128, C|UT
Angel De Jesus, 2822252, P
Jay Baum, 2743631, 3B|UT
Jeferson Morales, 2930951, C|UT
Charlie Beilenson, 29676330, P
Jonathan Aceves, 390791, C|UT
Keon Barnum, 2052694, 1B|UT
Carter Williams, 29084419, OF|UT
Jordan Zimmerman, 2915602, 3B|UT
Sebastian Elizalde, 2170673, OF|UT
Nick Zammarelli, 3104023, 3B|UT
Tyler Dyson, 26615444, P
T.J. Brock, 29092530, P
Matthew Peguero, 2830306, P
Eleardo Cabrera, 2821758, OF|UT
Kelvin Nunez, 2829387, P
Chris Hudgins, 3158014, C|UT
Carlos Duran, 26912445, P
Andrew Guillotte, 2804928, OF|UT
Andrew Vasquez, 2985551, P
Reiss Knehr, 2932855, P
Victor Castaneda, 26912464, P
Luis Pacheco, 2830248, P
Taylor Floyd, 29084413, P
Dietrich Enns, 2247803, P
J.J. Franco, 2919161, 2B|UT
Luis Contreras, 29084411, P
Tanner Murphy, 29087199, OF|UT
Carter Bins, 26635139, C|UT
Malquin Canelo, 2507349, SS|UT
David Rohm, 1804765, OF|UT
Adrian Chaidez, 29087922, P
Nick Krauth, 29676728, P
Alex Mauricio, 2837184, P
Blake Taylor, 2066817, P
Pedro Castellanos, 2821886, 1B|UT
Antonio Santos, 3151009, P
Chris Alleyne, 29344253, OF|UT
Terence Dotson, 29084412, OF|UT
Jimmy Lewis, 3152118, P
Tommy Parsons, 3152061, P
Dominic Keegan, 29075523, C|UT
Angelo Mora, 2226168, 2B|UT
Parker Curry, 2822207, P
Rainy Lara, 2226783, P
Brendan McCurry, 2215848, P
Cesar Berbesi, 29091130, SS|UT
Jeff Belge, 29087921, P
Michael Burgess, 1599600, OF|UT
Mac Wainwright, 26615377, OF|UT
Jose Geraldo, 29686705, P
Joshua Baez, 26911705, OF|UT
John Gorman, 2921571, P
Chih-Jung Liu, 26912473, P
Kurt Spomer, 2170524, P
Angel Ventura, 2826460, P
Breland Almadova, 2044243, OF|UT
Alex Phillips, 29087214, P
Brad Case, 2932633, P
Sandy Lugo, 2804237, P
Blake Perry, 2226905, P
Jeff Ames, 2006999, P
Torin Montgomery, 29090729, 1B|UT
Carter Loewen, 29342300, P
Tanner Jesson-Dalton, 28862950, P
Morgan McCullough, 29084393, SS|UT
Mac Marshall, 3158534, P
Drew Campbell, 28838569, OF|UT
Nick Kuzia, 28838024, P
Juan Pinto, 26912479, P
Anyelo Leclerc, 2797617, P
Filippo Di Turi, 29321917, SS|UT
Joe McCarthy, 2228493, OF|UT
Julio Garcia, 2167470, 2B|UT
Diego Tornes, 29669166, OF|UT
Dru Baker, 28843203, OF|UT
Zach Cable, 28842465, P
Tristan Pompey, 2933024, OF|UT
Ben Bowden, 3088354, P
Alexander Almonte, 29662087, P
David Leal, 29680253, P
T.J Hopkins, 28841208, OF|UT
Max Clark, 29153542, OF|UT
William Simoneit, 29086780, C|UT
Cole Henry, 26615401, P
Santiago Florez, 2830233, P
Collin Burns, 29088697, SS|UT
Dalbert Siri, 2825960, P
Garrett Burhenn, 29676009, P
Brett Austin, 2171311, C|UT
Tim Elko, 29086250, 1B|UT
Joe Nahas, 29342316, P
Ruben Santana, 29077678, 3B|UT
Austin Beck, 2835058, OF|UT
Ronny Henriquez, 26615402, P
Willy Yahn, 2837709, 3B|UT
Connor Scott, 2942973, OF|UT
Jose Escorche, 28843209, SS|UT
James Dykstra, 2739978, P
Kieran Lovegrove, 2044494, P
Landen Maroudis, 29321981, P
Yoniel Curet, 29292533, P
Chase Lee, 28837033, P
Manny Jefferson, 2915810, 2B|UT
Rougned Jose Odor, 2921888, 2B|UT
Oliver Garcia, 2822888, P
Anthony Phillips, 1956976, SS|UT
Rubendy Jaquez, 2823535, 2B|UT
Tyler Dearden, 2836789, OF|UT
Brandon McIlwain, 2221842, OF|UT
Capri Ortiz, 29322001, SS|UT
Cody Buckel, 1956930, P
Robinson Martinez, 2824183, P
Dexture McCall, 2804516, 1B|UT
Rayder Ascanio, 2171391, SS|UT
Michael De Leon, 2121232, SS|UT
Jeter Martinez, 29321982, P
Gerardo Gutierrez, 29675443, P
Esteban Mejia, 29662101, P
Eric Aguilera, 2171049, 1B|UT
Ryan Johnson, 29674787, P
Bailey Dees, 29342247, P
Hunter Owen, 29322002, P
Yovanny Rodriguez, 29339050, C|UT
Hogan Windish, 29089906, 2B|UT
Alex Mooney, 29321989, 3B|UT
Ryan Mason, 2921006, P
Tyler Stuart, 29295938, P
Brett Conine, 2932648, P
Cristian Gomez, 2227221, SS|UT
Korry Howell, 2837013, OF|UT
Cesar Galvez, 2170136, SS|UT
Cassidy Brown, 2777673, C|UT
Matt Pushard, 29322009, P
Yadir Drake, 2227788, OF|UT
Jose Corniell, 29292532, P
Thomas Farr, 26911761, P
Wen-Hui Pan, 29322003, P
Jay Driver, 29683466, P
Michael Hernandez, 2921608, C|UT
Ryan Cermak, 29075766, OF|UT
Roman Angelo, 29675442, P
Alex Lavisky, 2120276, C|UT
Cole Stobbe, 2507186, 1B|UT
Doug Nikhazy, 26911762, P
Craig Stem, 2120230, P
Steven Gingery, 2932765, P
Jesus Bastidas, 2821449, SS|UT
Michael Zouzalik, 2791366, P
Leonardo Taveras, 2830141, P
Ever Moya, 2824577, P
Jake Hager, 1894647, 2B|UT
Trevor Kuncl, 29680252, P
Victor Manuel Acosta, 3157960, 2B|UT
Eric Orze, 26911774, P
Mason Auer, 28843202, OF|UT
Christian Roa, 26615403, P
Jackson Kent, 29644478, P
Jeff Glenn, 1803543, C|UT
Benjamin Cowles, 28839851, SS|UT
Peyton Alford, 28838085, P
Will Carter, 2821868, P
Bernard Jose, 29680251, P
Drew Dosch, 2167299, 3B|UT
Dauri Fernandez, 29692360, 2B|UT
Juan Carlos Linares, 1799268, OF|UT
Yapson Gomez, 3103879, P
Zack Plunkett, 28839452, P
Danny Young, 3157973, P
Angel Arevalo, 29689781, 2B|UT
Bryce Conley, 2836731, P
Boomer White, 2804936, 2B|UT
Caden Kendle, 29692166, OF|UT
Austin Bergner, 29084368, P
Yoander Rivero, 28842451, SS|UT
Cole Gabrielson, 29351813, OF|UT
Rafael Lantigua, 2829050, 2B|UT
Alec Sayre, 29342339, OF|UT
Luis Castro, 2821926, 1B|UT
Austin Pope, 29342327, P
Tayler Aguilar, 29084386, OF|UT
Jacob Zanon, 2788420, OF|UT
Cristian Toribio, 2226390, SS|UT
Michael Horrell, 28839451, P
Chase Davis, 29153554, OF|UT
Keylan Killgore, 2932850, P
Carson Messina, 29644485, P
Jose Romero, 29342333, P
Whit Mayberry, 2169991, P
Jack Jasiak, 29689782, P
Trey Hair, 2836951, 2B|UT
Slade Caldwell, 29426064, OF|UT
Michael Knorr, 29075741, P
Brennon Lund, 2803480, OF|UT
PJ Morlando, 29426045, OF|UT
Patrick Ruotolo, 2921367, P
Jedixson Paez, 29660659, P
Franklin Labour, 2823751, OF|UT
Pedro Gonzalez, 2507498, OF|UT
Logan Warmoth, 2835076, 2B|UT
Scott Burcham, 2794802, SS|UT
Daniel Nunez, 29675841, P
Jose Albertos, 2507510, P
Jonathan Cheshire, 2836715, P
Kirvin Moesquit, 2915594, 3B|UT
Najer Victor, 29684955, P
T.J. White, 29075775, OF|UT
Jackson Loftin, 29088703, SS|UT
Albert Minnis, 2740131, P
Micah Dallas, 29683475, P
Kodi Whitley, 2837679, P
Pablo Guerrero, 29669143, 1B|UT
Darlin Moquete, 28851010, OF|UT
Dace Kime, 2117056, P
Viosergy Rosa, 2120727, 1B|UT
Reece Hampton, 2932794, OF|UT
Livan Reinoso, 29675842, P
Brian Rey, 2933041, 2B|UT
Ryne Slack, 2121103, P
Chris Campos, 29675454, P
Patrick Biondi, 2226625, OF|UT
Anfernee Grier, 2449445, OF|UT
Brody Rodning, 2837419, P
Carlos Jorge, 26913008, OF|UT
Corey Collins, 29683707, 1B|UT
Cristian Hernandez, 29088701, P
Jacob Bosiokovic, 2801262, 1B|UT
K.J. Woods, 2121471, 1B|UT
Armando Cruz, 26643915, SS|UT
Erick Pinales, 29342397, P
Spencer Jones, 28920028, OF|UT
Brody Hopkins, 29644518, P
Tom Cosgrove, 2836749, P
Matthew Alifano, 29089883, 3B|UT
Michael Boyle, 2786283, P
Kai Roberts, 29675843, OF|UT
Chandler Jozwiak, 29088702, P
Ryan Nutof, 2837303, P
D.J. Baxendale, 2059472, P
Myles Naylor, 29153566, SS|UT
Sean Sullivan, 29342350, P
Eury Ramos, 2825282, P
Brian O'Keefe, 3089588, C|UT
Maikis De La Cruz, 2228474, OF|UT
Barret Loux, 1840205, P
Travis Hissong, 2744040, P
Mitch Bratt, 29075743, P
Scott Gracey, 1961740, P
Nick Fraze, 29351812, P
Jimmy Allen, 2227980, 2B|UT
Eduarniel Nunez, 2870046, P
Kehden Hettiger, 29321948, C|UT
Andrew Cossetti, 29683443, C|UT
Buddy Reed, 2449453, OF|UT
Eric Rodriguez, 29330426, C|UT
Brock Rodden, 29342331, 2B|UT
Trevor Schwecke, 28839453, SS|UT
Isaac Collins, 3158249, OF|UT
Won-Bin Cho, 29077685, OF|UT
Edgleen Perez, 29662387, C|UT
Brennan Malone, 3117933, P
Jack Choate, 29351811, P
Jake Lowery, 2114460, C|UT
Daniel Arribas, 2731202, 3B|UT
Mason Davis, 2223633, 2B|UT
Steven Sensley, 2837499, 1B|UT
Yanki Baptiste, 29689783, SS|UT
Steven Leyton, 29085284, SS|UT
Miguel Rodriguez, 29342332, P
Andres Sotillet, 2826027, P
Ariel Almonte, 26643934, OF|UT
Derrick Chung, 2118562, C|UT
Ian Dawkins, 3107610, OF|UT
Ian Moller, 28840804, C|UT
Esteban Quiroz, 2912181, 2B|UT
Mac James, 2823530, C|UT
Ricardo Yan, 29322051, P
Matt Ball, 3103667, P
Jarod Wright, 29084573, P
Tristin English, 3158361, 1B|UT
Frandy Torres, 2826283, P
Chad Patrick, 29084177, P
Jaylen Ferguson, 2224129, OF|UT
Rafael De Paula, 2053473, P
Jose Flores, 1787652, P
Heiker Meneses, 1956991, 2B|UT
Willie Abreu, 2915815, OF|UT
Diego Mosquera, 29086405, 2B|UT
Mattingly Romanin, 2734156, 2B|UT
John Lujan, 1103378, P
Ryan Wrobleski, 29675804, C|UT
Jim Fuller, 2119260, P
Jace Vines, 3152904, P
Beck Way, 26615430, P
Michael Alfonso, 28846902, P
Preston Beck, 2046504, 1B|UT
Gian Zapata, 29322052, OF|UT
Jorma Rodriguez, 2803672, SS|UT
Jayson Bass, 29686517, OF|UT
Chester Pimentel, 27022853, P
Connor Myers, 3101498, OF|UT
Tyler Mapes, 2226389, P
Michael Strentz, 2218077, C|UT
R.J. Yeager, 29674736, 1B|UT
Keinner Pina, 2825108, C|UT
Connor Hollis, 3101958, 2B|UT
Luis Ledo, 2823822, P
JD Dix, 29644424, SS|UT
Jaime Melendez, 26912511, P
Cristhian Vaquero, 28839803, OF|UT
Bryan Rodriguez, 2734574, P
Jake Brodt, 2932287, 1B|UT
Alexis Ramirez, 26615451, P
Carlos Rincon, 2804683, OF|UT
Rene Garcia, 1795779, C|UT
Edwin Nunez, 29321996, P
Dionys Rodriguez, 29077597, P
Jhon Torres, 2829160, OF|UT
Joe Sever, 2120602, 2B|UT
Ryan Anderson, 29342218, P
Alexander Mojica, 26912512, 1B|UT
Mark Zimmerman, 2803303, P
Trevor McDonald, 26615452, P
Gabriel Lino, 1953527, C|UT
J.D. Mundy, 26762077, 1B|UT
Christopher Suero, 29676059, C|UT
Blake Taylor, 3151553, P
Diego Benitez, 28839809, SS|UT
Misael Tamarez, 26912519, P
Marco Raya, 26911798, P
Colby Jones, 29686912, SS|UT
Silento Sayles, 2171294, OF|UT
Logan Rinehart, 26615459, P
Jeffrey Baez, 2794796, OF|UT
Dylan Rock, 29096139, OF|UT
Paulshawn Pasqualotto, 29676052, P
Tyler Samaniego, 29085131, P
